LUMP,mp_airbase.bsp,mp_angel_city.bsp,mp_backwater.bsp,mp_boneyard.bsp,mp_colony.bsp,mp_corporate.bsp,mp_fracture.bsp,mp_harmony_mines.bsp,mp_haven.bsp,mp_lagoon.bsp,mp_nexus.bsp,mp_npe.bsp,mp_o2.bsp,mp_outpost_207.bsp,mp_overlook.bsp,mp_relic.bsp,mp_rise.bsp,mp_runoff.bsp,mp_sandtrap.bsp,mp_smugglers_cove.bsp,mp_swampland.bsp,mp_switchback.bsp,mp_training_ground.bsp,mp_wargames.bsp,mp_zone_18.bsp
MESH_INDICES,2453016,4903524,2555784,4351824,1130988,4421508,4997412,3524460,4817244,5342652,3664512,2879748,6777396,3730356,3115284,5106264,5833620,6195192,2247240,2858028,4166976,3361848,3468216,1676160,1925448
MESHES,212492,362040,158564,139972,125636,157080,176232,221844,241584,159572,247744,229684,316288,195048,377412,163688,235648,315392,241780,185472,140924,162988,321944,116088,154672
MESH_BOUNDS,242848,413760,181216,159968,143584,179520,201408,253536,276096,182368,283136,262496,361472,222912,431328,187072,269312,360448,276320,211968,161056,186272,367936,132672,176768
MATERIAL_SORT,5484,10008,4656,4272,6936,5352,5508,6444,5412,4788,9516,4152,6756,6204,5472,6636,3348,5664,4224,7788,3744,4824,4596,7464,5904
LIGHTMAP_HEADERS,32,48,32,40,40,48,48,32,40,64,56,48,40,32,40,48,56,56,40,40,40,48,56,24,24
CM_GRID,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
CM_GRIDCELLS,56280,64300,42872,39788,61668,29948,54792,55364,42700,55744,32392,45172,47072,45356,52248,29348,44300,41652,49480,48512,44568,31512,38052,8960,46412
CM_GEO_SETS,438536,454512,468512,318328,253968,398128,483344,523432,492064,467208,403624,390696,505480,335952,453112,420968,363192,422648,353760,354640,444416,319408,378832,211456,282712
CM_GEO_SET_BOUNDS,877072,909024,937024,636656,507936,796256,966688,1046864,984128,934416,807248,781392,1010960,671904,906224,841936,726384,845296,707520,709280,888832,638816,757664,422912,565424
CM_PRIMITIVES,40284,51424,17576,38828,28448,20988,11716,62612,10224,14256,48880,26124,81752,80448,63452,19872,24728,39340,15176,24776,11436,17120,51612,33648,15508
CM_PRIMITIVE_BOUNDS,161136,205696,70304,155312,113792,83952,46864,250448,40896,57024,195520,104496,327008,321792,253808,79488,98912,157360,60704,99104,45744,68480,206448,134592,62032
CM_UNIQUE_CONTENTS,76,88,92,84,96,100,96,88,88,92,72,88,100,72,88,88,88,116,60,76,96,116,72,84,84
CM_BRUSHES,652672,797088,227072,455360,392352,344672,213760,832352,178496,262240,866336,331520,933024,937376,902624,345696,376832,414528,192512,386912,187296,235776,727456,432000,221504
CM_BRUSH_SIDE_PLANE_OFFSETS,172398,146530,99534,339498,130066,70450,94468,193692,42608,120956,129398,82806,352498,302004,196534,115664,132574,38262,33726,95528,39952,18966,110558,56628,17848
CM_BRUSH_SIDE_PROPS,417150,445438,184686,510258,277198,199702,174628,505824,109544,219296,454274,207126,702382,653520,535018,245300,273886,193710,105918,240620,110188,107382,383354,218628,100912
CM_BRUSH_TEX_VECS,6674400,7127008,2954976,8164128,4435168,3195232,2794048,8093184,1752704,3508736,7268384,3314016,11238112,10456320,8560288,3924800,4382176,3099360,1694688,3849920,1763008,1718112,6133664,3498048,1614592
TRICOLL_BEVEL_STARTS,586500,1182288,832632,1187096,195874,1124344,1316482,803302,1243136,1265812,717026,753638,1758906,1167482,603066,1627954,1383158,1184758,704090,841296,1409236,1013926,611388,448970,583900
TRICOLL_BEVEL_INDICES,1082600,3047496,2236624,4098076,591444,2977728,3762708,2305652,2555764,3597744,1958448,1188368,4636232,3150832,1530280,3276524,3005724,2485180,1438572,2276924,4631164,2421396,1240128,1179976,1186480
LIGHTMAP_DATA_SKY,33554432,38797312,27262976,35651584,16252928,46137344,46137344,29360128,37748736,48758784,33030144,28835840,34603008,27262976,35651584,38273024,33030144,54525952,35651584,34603008,28311552,28835840,43515904,18874368,17825792
CSM_AABB_NODES,121248,180800,138560,50592,125120,77056,157280,35680,92320,162112,271264,28416,167808,102976,105344,110368,107104,82112,79776,82720,226464,142656,114976,63072,118688
CSM_OBJ_REFS,8952,17578,13144,3892,14492,6784,14952,3068,7810,13186,25274,2026,15988,9540,11654,8270,11380,7854,5352,6360,23252,12456,8510,5754,12066
LIGHTPROBES,1925952,1939344,1242240,1315200,1254000,2124048,2183664,1715664,2125200,2933568,2597136,1342080,3459120,1521696,2446608,2061408,2191056,2616480,2047920,1979280,3092736,2044080,2681424,1808736,1924704
STATIC_PROP_LIGHTPROBE_INDEX,59896,73456,59184,38024,67564,67240,90676,40612,55728,80256,142388,24452,124440,56448,88052,80676,78536,39156,37840,45324,81556,64404,96240,35760,97920
LIGHTPROBE_TREE,305592,357080,244104,272344,231992,387560,390616,342728,345464,538536,237832,591320,355800,182648,340632,365368,333048,541720,414824,399720,471240,283080,480808,191496,190504
LIGHTPROBE_REFS,1142800,1322224,905568,1066176,876720,1509104,1535120,1253760,1265872,2080048,882256,2147360,1342544,672944,1263600,1401440,1218128,2124080,1622608,1513600,1741312,1084560,1795904,723376,740000
LIGHTMAP_DATA_REAL_TIME_LIGHTS,16777216,19398656,13631488,17825792,8126464,23068672,23068672,14680064,18874368,24379392,16515072,14417920,17301504,13631488,17825792,19136512,16515072,27262976,17825792,17301504,14155776,14417920,21757952,9437184,8912896
CELL_BSP_NODES,3448,24760,1608,7480,3288,3064,4648,824,1608,952,11000,520,1896,2904,2920,11720,23528,4200,9480,1224,2824,15224,2872,9848,1224
CELLS,1088,3824,496,1904,1024,1024,1584,328,608,448,2568,248,704,944,896,2648,4200,1312,1864,520,944,2856,1056,2088,416
PORTALS,16572,47952,7704,26136,15432,16116,20760,4992,9972,5292,31248,3756,9276,15444,12924,34824,57720,18708,24864,5028,9552,35064,17580,30012,6516
PORTAL_VERTS,14136,39168,6804,18360,13164,12540,18756,4788,8256,3960,25140,3144,9048,12732,12144,25344,46008,16176,19380,3876,7884,27936,13680,21924,6756
PORTAL_EDGES,3064,8732,1572,4172,3168,2932,4620,1220,1848,900,5876,820,2224,2796,2776,5952,10588,3308,4420,928,1992,6868,2968,4980,1568
PORTAL_VERT_EDGES,18848,52224,9072,24480,17552,16720,25008,6384,11008,5280,33520,4192,12064,16976,16192,33792,61344,21568,25840,5168,10512,37248,18240,29232,9008
PORTAL_VERT_REFS,6262,15990,3002,8732,5296,5904,7090,1800,3490,2152,10718,1944,3376,5468,4758,11592,19508,6642,8280,1812,3304,11680,6072,10110,2488
PORTAL_EDGE_REFS,6262,15990,3002,8732,5296,5904,7090,1800,3490,2152,10718,1944,3376,5468,4758,11592,19508,6642,8280,1812,3304,11680,6072,10110,2488
PORTAL_EDGE_ISECT_EDGE,14704,42704,7296,20720,14448,13936,20544,5344,8656,4400,27952,3936,9856,12944,12576,28928,50736,16080,21328,4208,8880,31936,14192,23744,6992
PORTAL_EDGE_ISECT_AT_VERT,14704,42704,7296,20720,14448,13936,20544,5344,8656,4400,27952,3936,9856,12944,12576,28928,50736,16080,21328,4208,8880,31936,14192,23744,6992
PORTAL_EDGE_ISECT_HEADER,6128,17464,3144,8344,6336,5864,9240,2440,3696,1800,11752,1640,4448,5592,5552,11904,21176,6616,8840,1856,3984,13736,5936,9960,3136
OCCLUSION_MESH_VERTS,9252,29760,4788,6768,12324,8184,16236,4188,5736,1284,13188,384,7824,8484,8904,11172,26196,11124,9636,1656,7260,16932,8196,9660,5328
OCCLUSION_MESH_INDICES,9048,62184,4734,13704,13134,8388,16968,4500,5814,972,26736,264,7860,8436,9606,23388,51642,11520,20328,1572,7428,35574,8364,19404,5268
CELL_AABB_NODES,747456,1133376,384672,550592,622528,700320,999392,393952,604224,334560,923744,98656,795712,683200,738048,831744,1157440,669120,566208,327520,685408,940608,955488,494464,541184
OBJ_REFS,53334,85242,45786,35028,53238,52040,69154,37284,51226,59882,109830,23938,93976,51298,78126,64380,74634,52960,41958,41498,66150,62444,88272,32596,67700
OBJ_REF_BOUNDS,853344,1363872,732576,560448,851808,832640,1106464,596544,819616,958112,1757280,383008,1503616,820768,1250016,1030080,1194144,847360,671328,663968,1058400,999104,1412352,521536,1083200
LEVEL_INFO,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
SHADOW_MESH_OPAQUE_VERTS,1073076,1801380,981924,1477068,529932,1179756,1425708,752160,968160,1356684,1771464,336780,2126256,1065000,648948,1393524,1223832,1913652,825972,1168308,1592328,1009128,1193076,734148,725472
SHADOW_MESH_ALPHA_VERTS,26020,20780,130400,8580,8300,39900,55600,18620,1100,29380,36300,26040,21320,29220,32460,12460,436260,52320,28840,7020,26280,15400,26800,17880,5020
SHADOW_MESH_INDICES,702978,1036470,667794,1035564,320982,808824,877572,524976,633726,797394,1155330,234642,1410456,637338,425088,925062,817602,1122966,563766,691494,1131066,618042,719082,522630,471474
SHADOW_MESH_MESHES,216,300,264,192,228,216,228,144,192,240,216,192,240,216,180,288,264,312,240,180,228,228,180,276,156

LUMP,POTENTIAL SIZES
ENTITIES,
PLANES,2,4,8,16
TEXDATA,2,4,6,18
VERTICES,2,4,6,12
UNUSED_4,0
UNUSED_5,0
UNUSED_6,0
UNUSED_7,0
UNUSED_8,0
UNUSED_9,0
UNUSED_10,0
UNUSED_11,0
UNUSED_12,0
UNUSED_13,0
MODELS,2,4,8,16
UNUSED_15,0
UNUSED_16,0
UNUSED_17,0
UNUSED_18,0
UNUSED_19,0
UNUSED_20,0
UNUSED_21,0
UNUSED_22,0
UNUSED_23,0
ENTITY_PARTITIONS,2,4,7,14
UNUSED_25,0
UNUSED_26,0
UNUSED_27,0
UNUSED_28,0
PHYSICSCOLLIDE,unknown
VERTEX_NORMALS,2,4,6,12
UNUSED_31,0
UNUSED_32,0
UNUSED_33,0
UNUSED_34,0
GAME_LUMP,2,4
LEAF_WATERDATA,2,4,6
UNUSED_37,0
UNUSED_38,0
UNUSED_39,0
PAKFILE,unknown
UNUSED_41,0
CUBEMAPS,2,4,8
TEXDATA_STRING_DATA,unknown
TEXDATA_STRING_TABLE,2
UNUSED_45,0
UNUSED_46,0
UNUSED_47,0
UNUSED_48,0
UNUSED_49,0
UNUSED_50,0
UNUSED_51,0
UNUSED_52,0
UNUSED_53,0
WORLDLIGHTS,2,4,10,50
WORLDLIGHTS_PARENT_INFO,0
UNUSED_56,0
UNUSED_57,0
UNUSED_58,0
UNUSED_59,0
UNUSED_60,0
UNUSED_61,0
PHYSICSLEVEL,0
UNUSED_63,0
UNUSED_64,0
UNUSED_65,0
TRICOLL_TRIS,2,4
UNUSED_67,0
TRICOLL_NODES,2,4,8,16,32,64
TRICOLL_HEADERS,2,4,22,44
PHYSICS_TRIANGLES,
VERTS_UNLIT,2,4,10,20
VERTS_LIT_FLAT,2,4,6,18
VERTS_LIT_BUMP,2,4,22,44
VERTS_UNLIT_TS,2,4,8,14,28
VERTS_RESERVED_4,0
VERTS_RESERVED_5,0
VERTS_RESERVED_6,0
VERTS_RESERVED_7,0
MESH_INDICES,2,4,6,12
MESHES,2,4,14
MESH_BOUNDS,2,4,8,16
MATERIAL_SORT,2,4,6
LIGHTMAP_HEADERS,2,4
LIGHTMAP_DATA_DXT5,0
CM_GRID,2,4,7,14
CM_GRIDCELLS,2,4
CM_GEO_SETS,2,4,8
CM_GEO_SET_BOUNDS,2,4,8,16
CM_PRIMITIVES,2,4
CM_PRIMITIVE_BOUNDS,2,4,8,16
CM_UNIQUE_CONTENTS,2
CM_BRUSHES,2,4,8,16,32
CM_BRUSH_SIDE_PLANE_OFFSETS,2
CM_BRUSH_SIDE_PROPS,2
CM_BRUSH_TEX_VECS,2,4,8,16,32
TRICOLL_BEVEL_STARTS,2
TRICOLL_BEVEL_INDICES,2,4
LIGHTMAP_DATA_SKY,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072,262144
CSM_AABB_NODES,2,4,8,16
CSM_OBJ_REFS,2
LIGHTPROBES,2,4,6,8,12,16,24,48
STATIC_PROP_LIGHTPROBE_INDEX,2,4
LIGHTPROBE_TREE,2,4,8
LIGHTPROBE_REFS,2,4,8,16
LIGHTMAP_DATA_REAL_TIME_LIGHTS,2,4,8,16,32,64,128,256,512,1024,2048,4096,8192,16384,32768,65536,131072
CELL_BSP_NODES,2,4,8
CELLS,2,4
PORTALS,2,4,6
PORTAL_VERTS,2,4,6
PORTAL_EDGES,2
PORTAL_VERT_EDGES,2,4,8
PORTAL_VERT_REFS,2
PORTAL_EDGE_REFS,2
PORTAL_EDGE_ISECT_EDGE,2,4,8
PORTAL_EDGE_ISECT_AT_VERT,2,4,8
PORTAL_EDGE_ISECT_HEADER,2,4
OCCLUSION_MESH_VERTS,2,4,6
OCCLUSION_MESH_INDICES,2,6
CELL_AABB_NODES,2,4,8,16,32
OBJ_REFS,2
OBJ_REF_BOUNDS,2,4,8,16,32
LIGHTMAP_DATA_REAL_TIME_LIGHT_PAGE,0
LEVEL_INFO,2,4,7,14
SHADOW_MESH_OPAQUE_VERTS,2,4,6,12
SHADOW_MESH_ALPHA_VERTS,2,4,10
SHADOW_MESH_INDICES,2,6
SHADOW_MESH_MESHES,2,4,6
